chain,iter,score_cpxR,score_soxR
2,1025,1512.0,1764.0
2,1026,1410.0,2139.0
2,1027,1410.0,2080.0
2,1028,1568.0,1764.0
2,1029,1512.0,1764.0
2,1030,1568.0,1764.0
2,1031,1512.0,1764.0
2,1032,1512.0,1764.0
2,1033,1512.0,1823.0
2,1034,1512.0,1705.0
2,1035,1354.0,2080.0
2,1036,1388.0,1237.0
2,1037,1410.0,2080.0
2,1038,1568.0,1764.0
2,1039,1512.0,1705.0
2,1040,1355.0,1764.0
2,1041,1568.0,1705.0
2,1042,1568.0,1705.0
2,1043,1568.0,1764.0
2,1044,1568.0,1764.0
2,1045,1390.0,1754.0
2,1046,1568.0,1823.0
2,1047,1512.0,1764.0
2,1048,1568.0,1764.0
2,1049,1176.0,2070.0
2,1050,1261.0,1020.0
2,1051,1197.0,2021.0
2,1052,1019.0,788.0
2,1053,1197.0,916.0
2,1054,1175.0,1237.0
2,1055,1190.0,1286.0
2,1056,1388.0,1237.0
2,1057,1368.0,1296.0
2,1058,1388.0,1237.0
2,1059,1334.0,1813.0
2,1060,1568.0,1764.0
2,1061,1568.0,1823.0
2,1062,1568.0,1764.0
2,1063,1354.0,2080.0
2,1064,1512.0,1764.0
2,1065,1568.0,1764.0
2,1066,1390.0,1695.0
2,1067,1512.0,1764.0
2,1068,1355.0,1764.0
2,1069,1355.0,1764.0
2,1070,1568.0,1764.0
2,1071,1568.0,1764.0
2,1072,1512.0,1705.0
2,1073,1512.0,1823.0
2,1074,1512.0,1705.0
2,1075,1286.0,896.0
2,1076,1197.0,2080.0
2,1077,1332.0,1296.0
2,1078,1568.0,1823.0
2,1079,1568.0,1823.0
2,1080,1568.0,1764.0
2,1081,1334.0,1754.0
2,1082,1568.0,1764.0
2,1083,1568.0,1764.0
2,1084,1334.0,1695.0
2,1085,1390.0,1754.0
2,1086,1568.0,1705.0
2,1087,1390.0,1754.0
2,1088,1568.0,1764.0
2,1089,1568.0,1764.0
2,1090,1568.0,1705.0
2,1091,1568.0,1705.0
2,1092,1197.0,2080.0
2,1093,1176.0,896.0
2,1094,1177.0,580.0
2,1095,1568.0,1705.0
2,1096,1568.0,1705.0
2,1097,1568.0,1823.0
2,1098,1177.0,1813.0
2,1099,1033.0,1286.0
2,1100,1164.0,955.0
2,1101,1247.0,955.0
2,1102,1410.0,2080.0
2,1103,1354.0,2021.0
2,1104,1512.0,1764.0
2,1105,1568.0,1705.0
2,1106,1512.0,1705.0
2,1107,1355.0,1764.0
2,1108,1568.0,1764.0
2,1109,1410.0,2080.0
2,1110,1512.0,1705.0
2,1111,1390.0,1695.0
2,1112,1390.0,1754.0
2,1113,1568.0,1764.0
2,1114,1568.0,1764.0
2,1115,1568.0,1705.0
2,1116,1512.0,1705.0
2,1117,1439.0,1030.0
2,1118,1474.0,1079.0
2,1119,1176.0,906.0
2,1120,1410.0,2139.0
2,1121,1512.0,1705.0
2,1122,1568.0,1764.0
2,1123,1334.0,1813.0
2,1124,1261.0,1020.0
2,1125,1354.0,2080.0
2,1126,1247.0,896.0
2,1127,1568.0,1823.0
2,1128,1568.0,1823.0
2,1129,1410.0,2139.0
2,1130,1355.0,1705.0
2,1131,1568.0,1823.0
2,1132,896.0,906.0
2,1133,1176.0,906.0
2,1134,1354.0,2080.0
2,1135,1368.0,1296.0
2,1136,1568.0,1705.0
2,1137,1512.0,1823.0
2,1138,1568.0,1705.0
2,1139,1354.0,2080.0
2,1140,1332.0,1237.0
2,1141,1388.0,1296.0
2,1142,1568.0,1823.0
2,1143,1568.0,1705.0
2,1144,1355.0,1823.0
2,1145,1129.0,955.0
2,1146,1342.0,837.0
2,1147,1062.0,906.0
2,1148,1410.0,2139.0
2,1149,1355.0,1705.0
2,1150,1568.0,1823.0
2,1151,1568.0,1764.0
2,1152,1568.0,1764.0
2,1153,1410.0,2080.0
2,1154,1568.0,1705.0
2,1155,1512.0,1823.0
2,1156,1568.0,1823.0
2,1157,1355.0,1823.0
2,1158,1568.0,1764.0
2,1159,1334.0,1813.0
2,1160,1388.0,1237.0
2,1161,1354.0,2080.0
2,1162,1354.0,2080.0
2,1163,1512.0,1764.0
2,1164,1334.0,1813.0
2,1165,1568.0,1764.0
2,1166,1568.0,1705.0
2,1167,1410.0,2139.0
2,1168,1568.0,1705.0
2,1169,1568.0,1705.0
2,1170,1410.0,2080.0
2,1171,1568.0,1705.0
2,1172,1390.0,1695.0
2,1173,1512.0,1764.0
2,1174,1512.0,1764.0
2,1175,1512.0,1764.0
2,1176,1568.0,1764.0
2,1177,1410.0,2021.0
2,1178,1190.0,1227.0
2,1179,1424.0,1296.0
2,1180,1390.0,1754.0
2,1181,1612.0,803.0
2,1182,1568.0,1705.0
2,1183,1568.0,1705.0
2,1184,1568.0,1705.0
2,1185,1390.0,1754.0
2,1186,1568.0,1823.0
2,1187,1568.0,1764.0
2,1188,1154.0,1168.0
2,1189,1368.0,1296.0
2,1190,1332.0,1296.0
2,1191,1355.0,1823.0
2,1192,1355.0,1705.0
2,1193,1568.0,1705.0
2,1194,1512.0,1705.0
2,1195,1512.0,1705.0
2,1196,1512.0,1823.0
2,1197,1334.0,1754.0
2,1198,1568.0,1764.0
2,1199,1390.0,1754.0
2,1200,1568.0,1705.0
2,1201,1568.0,1764.0
2,1202,1355.0,1764.0
3,1203,-4828.0,-15199.0
3,1204,-1459.0,-152.0
3,1205,-1437.0,-1365.0
3,1206,-1556.0,-1500.0
3,1207,-1588.0,-1534.0
3,1208,-1612.0,-1149.0
3,1209,-1610.0,-311.0
3,1210,-1283.0,-1198.0
3,1211,-1305.0,-1267.0
3,1212,-1305.0,-152.0
3,1213,-1264.0,-267.0
3,1214,-997.0,-1333.0
3,1215,-553.0,-19.0
3,1216,-575.0,-661.0
3,1217,-442.0,-186.0
3,1218,-300.0,-385.0
3,1219,-127.0,0.0
3,1220,-149.0,-201.0
3,1221,-149.0,-201.0
3,1222,-149.0,-142.0
3,1223,-149.0,-142.0
3,1224,-246.0,-326.0
3,1225,782.0,1140.0
3,1226,838.0,706.0
3,1227,860.0,834.0
3,1228,860.0,775.0
3,1229,860.0,1692.0
3,1230,884.0,1366.0
3,1231,884.0,1366.0
3,1232,860.0,775.0
3,1233,804.0,1091.0
3,1234,828.0,1939.0
3,1235,638.0,706.0
3,1236,1060.0,1032.0
3,1237,1082.0,1101.0
3,1238,1060.0,1032.0
3,1239,1082.0,1042.0
3,1240,1082.0,1042.0
3,1241,1060.0,1091.0
3,1242,1082.0,983.0
3,1243,1082.0,1042.0
3,1244,1060.0,1091.0
3,1245,1060.0,973.0
3,1246,1082.0,1042.0
3,1247,1060.0,1032.0
3,1248,1060.0,716.0
3,1249,646.0,1042.0
3,1250,759.0,824.0
3,1251,781.0,834.0
3,1252,892.0,1081.0
3,1253,948.0,824.0
3,1254,970.0,775.0
3,1255,892.0,765.0
3,1256,972.0,1047.0
3,1257,994.0,1116.0
3,1258,1244.0,1081.0
3,1259,1266.0,1091.0
3,1260,1244.0,1022.0
3,1261,979.0,1101.0
3,1262,782.0,1154.0
3,1263,828.0,883.0
3,1264,804.0,1150.0
3,1265,782.0,765.0
3,1266,782.0,765.0
3,1267,782.0,1939.0
3,1268,804.0,834.0
3,1269,782.0,1140.0
3,1270,828.0,567.0
3,1271,624.0,1032.0
3,1272,1082.0,1101.0
3,1273,1082.0,1101.0
3,1274,1082.0,983.0
3,1275,1082.0,1101.0
3,1276,1082.0,1042.0
3,1277,1082.0,1101.0
3,1278,1106.0,775.0
3,1279,1106.0,775.0
3,1280,781.0,775.0
3,1281,1024.0,1064.0
3,1282,1024.0,1064.0
3,1283,1024.0,807.0
3,1284,1046.0,1133.0
3,1285,1024.0,1005.0
3,1286,1024.0,1005.0
3,1287,1046.0,1133.0
3,1288,1024.0,1064.0
3,1289,1046.0,1074.0
3,1290,1024.0,1064.0
3,1291,1046.0,1133.0
3,1292,938.0,883.0
3,1293,855.0,849.0
3,1294,828.0,1682.0
3,1295,818.0,848.0
3,1296,818.0,848.0
3,1297,805.0,765.0
3,1298,759.0,1140.0
3,1299,837.0,716.0
3,1300,836.0,1081.0
3,1301,914.0,775.0
3,1302,858.0,775.0
3,1303,858.0,1150.0
3,1304,860.0,814.0
3,1305,882.0,824.0
3,1306,1300.0,824.0
3,1307,1266.0,1150.0
3,1308,1266.0,1091.0
3,1309,1266.0,1150.0
3,1310,1266.0,1091.0
3,1311,1244.0,1081.0
3,1312,1244.0,1081.0
3,1313,1244.0,1081.0
3,1314,1266.0,1091.0
3,1315,957.0,973.0
3,1316,957.0,973.0
3,1317,981.0,824.0
3,1318,828.0,956.0
3,1319,828.0,956.0
3,1320,828.0,824.0
3,1321,828.0,1998.0
3,1322,804.0,726.0
3,1323,821.0,1091.0
3,1324,911.0,834.0
3,1325,935.0,508.0
3,1326,816.0,883.0
3,1327,816.0,824.0
3,1328,816.0,765.0
3,1329,1024.0,1064.0
3,1330,1046.0,1133.0
3,1331,1046.0,1133.0
3,1332,1046.0,1074.0
3,1333,914.0,834.0
3,1334,914.0,1091.0
3,1335,948.0,765.0
3,1336,1266.0,1091.0
3,1337,1244.0,1081.0
3,1338,1244.0,1140.0
3,1339,1266.0,1150.0
3,1340,1266.0,1150.0
3,1341,1266.0,1150.0
3,1342,1266.0,1032.0
3,1343,1244.0,1140.0
3,1344,1244.0,1140.0
3,1345,1244.0,1140.0
3,1346,1244.0,765.0
3,1347,1266.0,1150.0
3,1348,1244.0,1022.0
3,1349,1266.0,1150.0
3,1350,1268.0,873.0
3,1351,1300.0,824.0
3,1352,1322.0,716.0
3,1353,1266.0,1032.0
3,1354,1266.0,1150.0
3,1355,1244.0,1081.0
3,1356,1244.0,1081.0
3,1357,1003.0,834.0
3,1358,979.0,1042.0
3,1359,981.0,824.0
3,1360,1035.0,726.0
3,1361,979.0,1101.0
3,1362,981.0,824.0
3,1363,1035.0,785.0
3,1364,1003.0,834.0
3,1365,957.0,775.0
3,1366,979.0,983.0
3,1367,979.0,1101.0
3,1368,979.0,1042.0
3,1369,721.0,824.0
3,1370,806.0,814.0
3,1371,782.0,824.0
3,1372,804.0,1032.0
3,1373,782.0,1022.0
3,1374,806.0,873.0
3,1375,828.0,883.0
3,1376,806.0,873.0
3,1377,828.0,883.0
3,1378,782.0,824.0
3,1379,782.0,1939.0
3,1380,626.0,199.0
3,1381,862.0,1356.0
3,1382,994.0,1057.0
3,1383,972.0,1047.0
3,1384,1266.0,1150.0
3,1385,1244.0,1081.0
3,1386,1244.0,1140.0
3,1387,1300.0,765.0
3,1388,1244.0,1140.0
3,1389,1266.0,1032.0
3,1390,1244.0,1140.0
3,1391,1244.0,1140.0
3,1392,1244.0,1140.0
3,1393,1266.0,1150.0
3,1394,1266.0,1150.0
3,1395,1244.0,765.0
3,1396,1266.0,1091.0
3,1397,804.0,1223.0
3,1398,860.0,848.0
3,1399,884.0,1741.0
3,1400,782.0,1091.0
3,1401,804.0,775.0
3,1402,828.0,824.0
3,1403,828.0,765.0
3,1404,804.0,775.0
3,1405,818.0,1164.0
3,1406,770.0,1081.0
3,1407,826.0,824.0
3,1408,848.0,775.0
3,1409,875.0,1101.0
3,1410,921.0,785.0
3,1411,875.0,1042.0
3,1412,1082.0,1101.0
3,1413,1082.0,1042.0
3,1414,837.0,775.0
3,1415,948.0,508.0
3,1416,1268.0,755.0
3,1417,1244.0,1022.0
3,1418,1244.0,1140.0
3,1419,628.0,1086.0
3,1420,706.0,898.0
3,1421,979.0,726.0
3,1422,957.0,1032.0
3,1423,979.0,983.0
3,1424,979.0,1101.0
3,1425,804.0,1032.0
3,1426,804.0,1032.0
3,1427,782.0,1022.0
3,1428,838.0,1998.0
3,1429,804.0,726.0
3,1430,921.0,1042.0
3,1431,875.0,1042.0
3,1432,921.0,1101.0
3,1433,1082.0,1101.0
3,1434,1082.0,983.0
3,1435,1024.0,1064.0
3,1436,1024.0,1064.0
3,1437,1024.0,1064.0
3,1438,1024.0,1064.0
3,1439,1046.0,1133.0
3,1440,1046.0,1074.0
3,1441,916.0,873.0
3,1442,892.0,1140.0
3,1443,914.0,775.0
3,1444,434.0,1081.0
3,1445,860.0,755.0
3,1446,806.0,1672.0
3,1447,647.0,1047.0
3,1448,1013.0,775.0
3,1449,979.0,1042.0
3,1450,697.0,1032.0
3,1451,721.0,706.0
3,1452,806.0,946.0
3,1453,804.0,716.0
3,1454,804.0,1091.0
3,1455,804.0,834.0
3,1456,804.0,834.0
3,1457,782.0,1140.0
3,1458,828.0,824.0
3,1459,806.0,814.0
3,1460,884.0,1741.0
3,1461,972.0,1047.0
3,1462,1290.0,824.0
3,1463,1244.0,1081.0
3,1464,1266.0,1091.0
3,1465,1244.0,1022.0
3,1466,1266.0,716.0
3,1467,1244.0,1081.0
3,1468,1266.0,1150.0
3,1469,1266.0,1091.0
3,1470,1244.0,1140.0
3,1471,1322.0,834.0
3,1472,1244.0,1081.0
3,1473,1244.0,1081.0
3,1474,1244.0,1081.0
3,1475,1244.0,1140.0
3,1476,1244.0,1081.0
3,1477,1244.0,1140.0
3,1478,1244.0,1140.0
3,1479,1266.0,1150.0
3,1480,1244.0,1081.0
3,1481,1266.0,1091.0
3,1482,1244.0,1081.0
3,1483,1244.0,1140.0
3,1484,1266.0,1091.0
3,1485,1244.0,1140.0
3,1486,1244.0,706.0
3,1487,1266.0,1150.0
3,1488,1266.0,1091.0
3,1489,1244.0,1081.0
3,1490,1244.0,1140.0
3,1491,1244.0,1140.0
3,1492,1035.0,667.0
3,1493,957.0,1091.0
3,1494,979.0,1042.0
3,1495,782.0,1213.0
3,1496,806.0,887.0
3,1497,782.0,824.0
3,1498,782.0,765.0
3,1499,782.0,1140.0
3,1500,806.0,814.0
3,1501,828.0,2057.0
3,1502,828.0,834.0
3,1503,838.0,775.0
3,1504,782.0,824.0
3,1505,804.0,716.0
3,1506,782.0,1022.0
3,1507,782.0,1081.0
3,1508,828.0,883.0
3,1509,806.0,873.0
3,1510,804.0,775.0
3,1511,782.0,706.0
3,1512,782.0,1022.0
3,1513,828.0,508.0
3,1514,426.0,449.0
3,1515,862.0,571.0
3,1516,828.0,824.0
3,1517,782.0,1081.0
3,1518,806.0,814.0
3,1519,804.0,1150.0
3,1520,828.0,824.0
3,1521,806.0,755.0
3,1522,804.0,1091.0
3,1523,782.0,1140.0
3,1524,804.0,1150.0
3,1525,838.0,765.0
3,1526,860.0,834.0
3,1527,804.0,1150.0
3,1528,650.0,1155.0
3,1529,862.0,1613.0
3,1530,804.0,1101.0
3,1531,838.0,775.0
3,1532,782.0,1091.0
3,1533,838.0,775.0
3,1534,862.0,439.0
3,1535,543.0,1081.0
3,1536,855.0,1091.0
3,1537,855.0,765.0
3,1538,948.0,765.0
3,1539,624.0,1032.0
3,1540,781.0,834.0
3,1541,914.0,1091.0
3,1542,916.0,814.0
3,1543,882.0,824.0
3,1544,994.0,1057.0
3,1545,972.0,1106.0
3,1546,979.0,726.0
3,1547,957.0,973.0
3,1548,828.0,956.0
3,1549,806.0,946.0
3,1550,828.0,897.0
3,1551,838.0,706.0
3,1552,838.0,765.0
3,1553,838.0,824.0
3,1554,860.0,775.0
3,1555,804.0,834.0
3,1556,804.0,1091.0
3,1557,806.0,873.0
3,1558,804.0,775.0
3,1559,804.0,775.0
3,1560,804.0,2265.0
3,1561,838.0,775.0
3,1562,838.0,775.0
3,1563,860.0,834.0
3,1564,860.0,834.0
3,1565,860.0,716.0
3,1566,970.0,834.0
3,1567,970.0,775.0
3,1568,924.0,1032.0
3,1569,1046.0,1074.0
3,1570,1024.0,1064.0
3,1571,1046.0,1074.0
3,1572,1046.0,1133.0
3,1573,1070.0,550.0
3,1574,914.0,1150.0
3,1575,914.0,1091.0
3,1576,892.0,1022.0
3,1577,914.0,1150.0
3,1578,916.0,814.0
3,1579,836.0,1140.0
3,1580,855.0,474.0
3,1581,777.0,1155.0
3,1582,1349.0,965.0
3,1583,1076.0,955.0
3,1584,1418.0,1079.0
3,1585,1512.0,1705.0
3,1586,1568.0,1823.0
3,1587,1355.0,1823.0
3,1588,1568.0,1764.0
3,1589,1512.0,1705.0
3,1590,1568.0,1705.0
3,1591,1354.0,2080.0
3,1592,1568.0,1705.0
3,1593,1512.0,1764.0
3,1594,1388.0,1296.0
3,1595,1388.0,1296.0
3,1596,1332.0,1178.0
3,1597,1154.0,1286.0
3,1598,1197.0,2021.0
3,1599,1410.0,2139.0
3,1600,1652.0,1089.0
3,1601,1474.0,1020.0
3,1602,1232.0,2011.0
3,1603,1001.0,955.0
