chain,iter,beta,score_soxR,score_cpxR
2,1190,1.0,-8900.0,-4505.0
2,1200,1.0,-8841.0,-3847.0
2,1210,1.0,-6555.0,-6171.0
2,1220,1.0,-8879.0,-5883.0
3,1230,1.0,-13423.0,-4150.0
3,1240,1.0,-14400.0,-3520.0
3,1250,1.0,-15234.0,-4829.0
3,1260,1.0,-17747.0,-4471.0
3,1270,1.0,-13232.0,-2959.0
3,1280,1.0,-11727.0,-2721.0
3,1290,1.0,-13273.0,-4658.0
3,1300,1.0,-14231.0,-2184.0
3,1310,1.0,-11876.0,-4997.0
3,1320,1.0,-16263.0,-5743.0
3,1330,1.0,-13876.0,-4859.0
3,1340,1.0,-12825.0,-5048.0
3,1350,1.0,-11823.0,-4977.0
3,1360,1.0,-12972.0,-5165.0
3,1370,1.0,-11725.0,-6422.0
3,1380,1.0,-13208.0,-5376.0
3,1390,1.0,-15357.0,-3665.0
3,1400,1.0,-14315.0,-4697.0
3,1410,1.0,-13546.0,-4741.0
3,1420,1.0,-13097.0,-3257.0
3,1430,1.0,-11843.0,-4384.0
3,1440,1.0,-12009.0,-4659.0
3,1450,1.0,-14222.0,-3696.0
3,1460,1.0,-12141.0,-4027.0
3,1470,1.0,-14217.0,-4317.0
3,1480,1.0,-15340.0,-4650.0
3,1490,1.0,-15523.0,-4210.0
3,1500,1.0,-14035.0,-5724.0
3,1510,1.0,-11589.0,-6109.0
3,1520,1.0,-15467.0,-5769.0
3,1530,1.0,-15418.0,-6080.0
3,1540,1.0,-14139.0,-3477.0
3,1550,1.0,-12791.0,-3871.0
3,1560,1.0,-10246.0,-2415.0
3,1570,1.0,-7800.0,-2345.0
3,1580,1.0,-12607.0,-5031.0
3,1590,1.0,-10884.0,-3755.0
3,1600,1.0,-15935.0,-4531.0
3,1610,1.0,-14183.0,-2449.0
3,1620,1.0,-16091.0,-3789.0
3,1630,1.0,-14472.0,-5080.0
