chain,iter,beta,score_soxR,score_cpxR
0,860,0.13440000000000002,-16607.0,-4136.0
0,870,0.1348,-13276.0,-5649.0
0,880,0.13520000000000001,-14147.0,-4071.0
0,890,0.1356,-19746.0,-3515.0
0,900,0.136,-18192.0,-5118.0
0,910,0.13640000000000002,-15711.0,-2559.0
0,920,0.1368,-16678.0,-2803.0
0,930,0.13720000000000002,-16617.0,-2604.0
0,940,0.1376,-13620.0,-3946.0
0,950,0.138,-13235.0,-3590.0
0,960,0.13840000000000002,-14891.0,-5239.0
0,970,0.1388,-15062.0,-5045.0
0,980,0.13920000000000002,-13889.0,-4882.0
0,990,0.1396,-15434.0,-2309.0
0,1000,0.14,-13218.0,-5165.0
0,1010,0.14040000000000002,-14035.0,-5051.0
0,1020,0.1408,-11307.0,-4336.0
0,1030,0.1412,-17666.0,-4134.0
0,1040,0.1416,-15647.0,-5367.0
0,1050,0.14200000000000002,-17913.0,-6257.0
0,1060,0.1424,-15234.0,-4199.0
0,1070,0.1428,-15485.0,-6505.0
0,1080,0.1432,-15003.0,-3675.0
0,1090,0.1436,-15837.0,-3670.0
0,1100,0.14400000000000002,-12489.0,-5127.0
0,1110,0.1444,-15019.0,-4672.0
0,1120,0.1448,-13094.0,-3049.0
0,1130,0.1452,-13102.0,-4887.0
0,1140,0.1456,-12689.0,-5644.0
0,1150,0.14600000000000002,-13290.0,-4038.0
0,1160,0.1464,-13051.0,-5973.0
0,1170,0.1468,-15269.0,-5916.0
0,1180,0.1472,-13590.0,-4739.0
0,1190,0.1476,-16861.0,-4719.0
0,1200,0.14800000000000002,-13810.0,-5578.0
0,1210,0.1484,-15832.0,-6116.0
0,1220,0.14880000000000002,-12950.0,-5852.0
0,1230,0.1492,-14596.0,-2782.0
0,1240,0.1496,-14621.0,-3518.0
0,1250,0.15000000000000002,-13474.0,-4882.0
0,1260,0.1504,-14545.0,-1337.0
0,1270,0.15080000000000002,-16083.0,-4754.0
0,1280,0.1512,-11151.0,-3652.0
0,1290,0.1516,-14425.0,-5759.0
0,1300,0.15200000000000002,-14226.0,-4026.0
0,1310,0.1524,-17948.0,-5341.0
0,1320,0.15280000000000002,-15418.0,-4241.0
0,1330,0.1532,-15590.0,-3100.0
0,1340,0.15360000000000001,-18689.0,-6838.0
0,1350,0.15400000000000003,-17830.0,-4236.0
0,1360,0.1544,-15653.0,-5232.0
0,1370,0.15480000000000002,-13073.0,-3682.0
0,1380,0.1552,-16227.0,-5211.0
0,1390,0.15560000000000002,-12997.0,-3481.0
0,1400,0.15600000000000003,-14181.0,-3145.0
0,1410,0.1564,-15381.0,-4772.0
0,1420,0.1568,-13838.0,-5764.0
0,1430,0.1572,-15779.0,-4679.0
0,1440,0.15760000000000002,-16322.0,-4035.0
0,1450,0.158,-13806.0,-3319.0
0,1460,0.1584,-14741.0,-4383.0
0,1470,0.1588,-14565.0,-5275.0
0,1480,0.1592,-12456.0,-3117.0
0,1490,0.15960000000000002,-12620.0,-3769.0
0,1500,0.16,-16051.0,-5731.0
0,1510,0.16040000000000001,-15238.0,-5506.0
0,1520,0.1608,-15185.0,-2593.0
0,1530,0.1612,-14881.0,-5000.0
0,1540,0.16160000000000002,-14952.0,-5550.0
0,1550,0.162,-10712.0,-5665.0
0,1560,0.16240000000000002,-11959.0,-3508.0
0,1570,0.1628,-17315.0,-5614.0
0,1580,0.1632,-15050.0,-3594.0
0,1590,0.16360000000000002,-17259.0,-5448.0
0,1600,0.164,-16187.0,-5280.0
0,1610,0.1644,-14225.0,-4862.0
0,1620,0.1648,-13058.0,-4997.0
0,1630,0.1652,-15450.0,-6489.0
0,1640,0.16560000000000002,-15389.0,-3309.0
0,1650,0.166,-12247.0,-4310.0
0,1660,0.1664,-16797.0,-4081.0
0,1670,0.1668,-14472.0,-2814.0
0,1680,0.16720000000000002,-16705.0,-5963.0
0,1690,0.16760000000000003,-13792.0,-5577.0
0,1700,0.168,-13474.0,-5284.0
0,1710,0.1684,-15274.0,-5000.0
0,1720,0.1688,-14232.0,-4654.0
0,1730,0.16920000000000002,-16702.0,-3893.0
0,1740,0.1696,-15200.0,-4478.0
0,1750,0.16999999999999998,-16279.0,-4979.0
0,1760,0.1704,-13329.0,-3022.0
0,1770,0.1708,-17026.0,-5667.0
0,1780,0.17120000000000002,-12546.0,-1874.0
0,1790,0.1716,-11791.0,-4288.0
0,1800,0.172,-13810.0,-3498.0
0,1810,0.1724,-12139.0,-3512.0
0,1820,0.1728,-16808.0,-3023.0
0,1830,0.17320000000000002,-15688.0,-2427.0
0,1840,0.1736,-17879.0,-2988.0
0,1850,0.174,-15455.0,-3829.0
0,1860,0.1744,-12422.0,-4273.0
0,1870,0.1748,-15117.0,-3998.0
0,1880,0.17520000000000002,-16665.0,-3203.0
0,1890,0.1756,-16538.0,-3056.0
0,1900,0.17600000000000002,-12576.0,-3978.0
0,1910,0.1764,-13906.0,-4698.0
0,1920,0.1768,-9329.0,-3782.0
0,1930,0.17720000000000002,-14076.0,-4150.0
0,1940,0.1776,-12535.0,-4450.0
0,1950,0.17800000000000002,-16631.0,-5129.0
0,1960,0.1784,-16399.0,-5311.0
0,1970,0.17880000000000001,-10684.0,-4754.0
0,1980,0.17920000000000003,-15504.0,-4300.0
0,1990,0.1796,-14597.0,-2281.0
0,2000,0.18000000000000002,-15614.0,-4481.0
0,2010,0.1804,-14144.0,-5629.0
0,2020,0.18080000000000002,-16349.0,-3652.0
0,2030,0.18120000000000003,-11574.0,-5789.0
0,2040,0.1816,-12460.0,-3883.0
0,2050,0.182,-10722.0,-5838.0
0,2060,0.1824,-14215.0,-3889.0
0,2070,0.18280000000000002,-14404.0,-4164.0
0,2080,0.1832,-17333.0,-4146.0
0,2090,0.1836,-13927.0,-7699.0
0,2100,0.184,-11641.0,-4333.0
0,2110,0.1844,-11066.0,-4416.0
0,2120,0.18480000000000002,-15401.0,-2924.0
0,2130,0.1852,-14158.0,-5086.0
0,2140,0.18560000000000001,-15374.0,-4953.0
0,2150,0.186,-10894.0,-5109.0
0,2160,0.1864,-9720.0,-5512.0
0,2170,0.18680000000000002,-13944.0,-5688.0
0,2180,0.1872,-14016.0,-4669.0
0,2190,0.18760000000000002,-11141.0,-3135.0
0,2200,0.188,-10713.0,-3980.0
0,2210,0.1884,-11504.0,-4421.0
0,2220,0.18880000000000002,-13986.0,-4129.0
0,2230,0.1892,-17517.0,-6581.0
0,2240,0.18960000000000002,-17557.0,-5555.0
0,2250,0.19,-16533.0,-6070.0
0,2260,0.1904,-15564.0,-6240.0
0,2270,0.19080000000000003,-17011.0,-5354.0
0,2280,0.1912,-15737.0,-4482.0
0,2290,0.19160000000000002,-13075.0,-3018.0
0,2300,0.192,-15465.0,-4533.0
0,2310,0.19240000000000002,-15306.0,-1664.0
0,2320,0.19280000000000003,-17521.0,-5427.0
0,2330,0.1932,-16315.0,-4774.0
0,2340,0.19360000000000002,-10577.0,-2776.0
0,2350,0.194,-14331.0,-6496.0
0,2360,0.19440000000000002,-12796.0,-5549.0
0,2370,0.1948,-13200.0,-4744.0
0,2380,0.1952,-13423.0,-3150.0
0,2390,0.1956,-12034.0,-3538.0
0,2400,0.196,-13826.0,-4428.0
0,2410,0.19640000000000002,-11857.0,-4808.0
0,2420,0.1968,-13192.0,-4480.0
0,2430,0.19720000000000001,-14928.0,-5208.0
0,2440,0.1976,-12602.0,-4829.0
0,2450,0.198,-15516.0,-3700.0
0,2460,0.19840000000000002,-18612.0,-2041.0
0,2470,0.1988,-17480.0,-4907.0
0,2480,0.19920000000000002,-11076.0,-5168.0
0,2490,0.1996,-12051.0,-5333.0
0,2500,0.2,-12982.0,-3677.0
0,2510,0.20040000000000002,-13349.0,-6150.0
0,2520,0.2008,-14024.0,-3326.0
0,2530,0.20120000000000002,-18828.0,-5418.0
0,2540,0.2016,-15330.0,-4129.0
0,2550,0.202,-17854.0,-4571.0
0,2560,0.20240000000000002,-15517.0,-3859.0
0,2570,0.2028,-13788.0,-4605.0
0,2580,0.20320000000000002,-14596.0,-6246.0
0,2590,0.2036,-15638.0,-3984.0
0,2600,0.20400000000000001,-16309.0,-5784.0
0,2610,0.20440000000000003,-15515.0,-4179.0
0,2620,0.2048,-15457.0,-4383.0
0,2630,0.20520000000000002,-16764.0,-3681.0
0,2640,0.2056,-11151.0,-5035.0
0,2650,0.20600000000000002,-9776.0,-2056.0
0,2660,0.20640000000000003,-12134.0,-3358.0
0,2670,0.2068,-17913.0,-4057.0
0,2680,0.20720000000000002,-15690.0,-5329.0
0,2690,0.2076,-16558.0,-5986.0
0,2700,0.20800000000000002,-11291.0,-2650.0
0,2710,0.20840000000000003,-13014.0,-3629.0
0,2720,0.2088,-12704.0,-6029.0
0,2730,0.20920000000000002,-13205.0,-5446.0
0,2740,0.2096,-11824.0,-5099.0
0,2750,0.21000000000000002,-13195.0,-5654.0
0,2760,0.21040000000000003,-13141.0,-4343.0
0,2770,0.21080000000000002,-14873.0,-4009.0
0,2780,0.21120000000000003,-14058.0,-3637.0
0,2790,0.2116,-12204.0,-3246.0
0,2800,0.21200000000000002,-9939.0,-2879.0
0,2810,0.21240000000000003,-12948.0,-6576.0
0,2820,0.2128,-15603.0,-4344.0
0,2830,0.2132,-14610.0,-5494.0
0,2840,0.2136,-17753.0,-3405.0
0,2850,0.214,-17445.0,-3872.0
0,2860,0.2144,-14629.0,-3429.0
0,2870,0.2148,-15550.0,-4393.0
0,2880,0.2152,-18311.0,-5604.0
0,2890,0.2156,-13021.0,-3534.0
0,2900,0.216,-14219.0,-5081.0
0,2910,0.2164,-15405.0,-4162.0
0,2920,0.2168,-15175.0,-4946.0
0,2930,0.2172,-15687.0,-4328.0
0,2940,0.21760000000000002,-14159.0,-6334.0
0,2950,0.218,-6318.0,-2082.0
0,2960,0.2184,-13365.0,-3823.0
0,2970,0.2188,-9943.0,-4485.0
0,2980,0.2192,-13225.0,-7097.0
0,2990,0.21960000000000002,-13023.0,-3949.0
0,3000,0.22,-17340.0,-5782.0
0,3010,0.2204,-15648.0,-5149.0
0,3020,0.2208,-15760.0,-3386.0
0,3030,0.2212,-18085.0,-2275.0
0,3040,0.22160000000000002,-15261.0,-4555.0
0,3050,0.222,-13000.0,-3224.0
0,3060,0.22240000000000001,-14293.0,-5409.0
0,3070,0.2228,-14311.0,-5838.0
0,3080,0.2232,-7297.0,-2342.0
0,3090,0.22360000000000002,-9546.0,-3402.0
0,3100,0.224,-8189.0,-3415.0
0,3110,0.22440000000000002,-12908.0,-3743.0
0,3120,0.2248,-15112.0,-4863.0
0,3130,0.2252,-13201.0,-4376.0
0,3140,0.22560000000000002,-14969.0,-4282.0
0,3150,0.226,-12891.0,-2717.0
0,3160,0.22640000000000002,-14401.0,-2882.0
0,3170,0.2268,-18146.0,-6243.0
0,3180,0.2272,-10671.0,-4961.0
0,3190,0.22760000000000002,-11896.0,-5095.0
0,3200,0.228,-16579.0,-3192.0
0,3210,0.22840000000000002,-14999.0,-5389.0
0,3220,0.2288,-8189.0,-3842.0
0,3230,0.22920000000000001,-13761.0,-2540.0
0,3240,0.22960000000000003,-16411.0,-5358.0
0,3250,0.23,-14975.0,-4508.0
0,3260,0.23040000000000002,-14256.0,-2993.0
0,3270,0.2308,-13794.0,-4235.0
0,3280,0.23120000000000002,-13990.0,-3492.0
0,3290,0.23160000000000003,-14487.0,-1674.0
0,3300,0.232,-13372.0,-3388.0
0,3310,0.23240000000000002,-15813.0,-3884.0
0,3320,0.2328,-14024.0,-2739.0
0,3330,0.23320000000000002,-16610.0,-3564.0
0,3340,0.23360000000000003,-17199.0,-5744.0
0,3350,0.234,-11620.0,-5916.0
0,3360,0.23440000000000003,-12680.0,-5320.0
0,3370,0.2348,-11011.0,-4777.0
0,3380,0.23520000000000002,-16100.0,-5126.0
0,3390,0.23560000000000003,-14396.0,-5657.0
0,3400,0.23600000000000002,-15637.0,-4856.0
0,3410,0.23640000000000003,-15697.0,-5055.0
0,3420,0.2368,-14479.0,-3074.0
0,3430,0.23720000000000002,-14505.0,-2718.0
0,3440,0.2376,-15026.0,-4548.0
0,3450,0.238,-15633.0,-2897.0
0,3460,0.2384,-15525.0,-5965.0
0,3470,0.2388,-15822.0,-4832.0
0,3480,0.2392,-14423.0,-4664.0
0,3490,0.2396,-15730.0,-3625.0
0,3500,0.24,-15408.0,-5195.0
0,3510,0.2404,-14407.0,-5401.0
0,3520,0.24080000000000001,-14604.0,-2253.0
0,3530,0.2412,-15530.0,-4239.0
0,3540,0.2416,-18602.0,-2575.0
0,3550,0.242,-11502.0,-5602.0
0,3560,0.2424,-12174.0,-4712.0
0,3570,0.24280000000000002,-15220.0,-1983.0
0,3580,0.2432,-17654.0,-5326.0
0,3590,0.2436,-16590.0,-5416.0
0,3600,0.244,-13801.0,-5459.0
0,3610,0.2444,-16580.0,-4812.0
0,3620,0.24480000000000002,-11850.0,-2262.0
0,3630,0.2452,-13073.0,-3083.0
0,3640,0.2456,-14911.0,-4435.0
0,3650,0.246,-15575.0,-3460.0
0,3660,0.2464,-14040.0,-2580.0
0,3670,0.24680000000000002,-15588.0,-4416.0
0,3680,0.2472,-13630.0,-2700.0
0,3690,0.24760000000000001,-14614.0,-2843.0
0,3700,0.248,-13774.0,-4871.0
0,3710,0.2484,-13979.0,-3241.0
0,3720,0.24880000000000002,-12717.0,-4901.0
0,3730,0.2492,-10068.0,-5718.0
0,3740,0.24960000000000002,-15026.0,-3773.0
0,3750,0.25,-14990.0,-4779.0
0,3760,0.2504,-15495.0,-4152.0
0,3770,0.2508,-14862.0,-6476.0
0,3780,0.2512,-12764.0,-4271.0
0,3790,0.25160000000000005,-15835.0,-3097.0
0,3800,0.252,-11314.0,-5798.0
0,3810,0.2524,-14083.0,-6474.0
0,3820,0.2528,-12943.0,-6511.0
0,3830,0.2532,-16481.0,-1823.0
0,3840,0.25360000000000005,-16554.0,-3504.0
0,3850,0.254,-16476.0,-5300.0
0,3860,0.2544,-17666.0,-6178.0
0,3870,0.2548,-14853.0,-2671.0
0,3880,0.2552,-14112.0,-5015.0
0,3890,0.25560000000000005,-10156.0,-2751.0
0,3900,0.256,-18772.0,-1918.0
0,3910,0.2564,-13472.0,-4408.0
0,3920,0.25680000000000003,-16545.0,-4871.0
0,3930,0.2572,-14049.0,-4960.0
0,3940,0.25760000000000005,-12237.0,-584.0
0,3950,0.258,-17459.0,-4308.0
0,3960,0.2584,-18886.0,-5365.0
0,3970,0.25880000000000003,-14754.0,-4113.0
0,3980,0.2592,-15248.0,-2018.0
0,3990,0.25960000000000005,-12368.0,-6780.0
0,4000,0.26,-14769.0,-4694.0
0,4010,0.2604,-13911.0,-4596.0
0,4020,0.26080000000000003,-12617.0,-4507.0
0,4030,0.2612,-10359.0,-3627.0
0,4040,0.26160000000000005,-16753.0,-2675.0
0,4050,0.262,-12145.0,-4245.0
0,4060,0.2624,-15331.0,-2748.0
0,4070,0.26280000000000003,-11852.0,-5660.0
0,4080,0.2632,-13782.0,-3915.0
0,4090,0.2636,-15445.0,-3680.0
0,4100,0.264,-14424.0,-4718.0
0,4110,0.26439999999999997,-9564.0,-5346.0
0,4120,0.26480000000000004,-11852.0,-3473.0
0,4130,0.2652,-9546.0,-7152.0
0,4140,0.2656,-10647.0,-6068.0
0,4150,0.266,-12188.0,-2221.0
0,4160,0.26639999999999997,-14399.0,-4622.0
0,4170,0.26680000000000004,-16232.0,-3808.0
0,4180,0.2672,-17338.0,-5233.0
0,4190,0.2676,-15605.0,-5477.0
0,4200,0.268,-13322.0,-4636.0
0,4210,0.26839999999999997,-13065.0,-3505.0
0,4220,0.26880000000000004,-14307.0,-5553.0
0,4230,0.2692,-14480.0,-3557.0
0,4240,0.2696,-11818.0,-4467.0
0,4250,0.27,-10399.0,-2004.0
0,4260,0.2704,-17666.0,-5098.0
0,4270,0.27080000000000004,-17897.0,-5145.0
0,4280,0.2712,-14465.0,-4732.0
0,4290,0.2716,-13387.0,-1968.0
0,4300,0.272,-16487.0,-4276.0
0,4310,0.2724,-14398.0,-3215.0
0,4320,0.27280000000000004,-10873.0,-2141.0
0,4330,0.2732,-13547.0,-4907.0
0,4340,0.2736,-19232.0,-5011.0
0,4350,0.274,-15452.0,-6016.0
0,4360,0.2744,-15268.0,-4514.0
0,4370,0.27480000000000004,-15516.0,-4161.0
0,4380,0.2752,-14464.0,-5032.0
0,4390,0.2756,-18925.0,-4272.0
0,4400,0.276,-13291.0,-5250.0
0,4410,0.2764,-12266.0,-3653.0
0,4420,0.27680000000000005,-14310.0,-5187.0
0,4430,0.2772,-14242.0,-4893.0
0,4440,0.2776,-14001.0,-4976.0
0,4450,0.278,-15209.0,-5085.0
0,4460,0.2784,-16714.0,-4824.0
0,4470,0.27880000000000005,-12934.0,-4490.0
0,4480,0.2792,-13713.0,-3570.0
0,4490,0.2796,-14200.0,-5210.0
0,4500,0.28,-14482.0,-5024.0
0,4510,0.2804,-15715.0,-3409.0
0,4520,0.28080000000000005,-11346.0,-2994.0
0,4530,0.2812,-11824.0,-4041.0
0,4540,0.2816,-17818.0,-4881.0
0,4550,0.28200000000000003,-16740.0,-3296.0
0,4560,0.2824,-15455.0,-4428.0
0,4570,0.28280000000000005,-12941.0,-4229.0
0,4580,0.2832,-17357.0,-4716.0
0,4590,0.2836,-15146.0,-4192.0
0,4600,0.28400000000000003,-13853.0,-4459.0
0,4610,0.2844,-17176.0,-5730.0
0,4620,0.28480000000000005,-12634.0,-3540.0
0,4630,0.2852,-16044.0,-4312.0
0,4640,0.2856,-17201.0,-4660.0
0,4650,0.28600000000000003,-17469.0,-4699.0
0,4660,0.2864,-13218.0,-4756.0
0,4670,0.28680000000000005,-17216.0,-5452.0
0,4680,0.2872,-12755.0,-5727.0
0,4690,0.28759999999999997,-9758.0,-4227.0
0,4700,0.28800000000000003,-9884.0,-3390.0
0,4710,0.2884,-11769.0,-4469.0
0,4720,0.2888,-12825.0,-3959.0
0,4730,0.2892,-9768.0,-5535.0
0,4740,0.28959999999999997,-11083.0,-3867.0
0,4750,0.29000000000000004,-13182.0,-4179.0
0,4760,0.2904,-13788.0,-4513.0
0,4770,0.2908,-14174.0,-4482.0
0,4780,0.2912,-13414.0,-3675.0
0,4790,0.29159999999999997,-15604.0,-4589.0
0,4800,0.29200000000000004,-14439.0,-5240.0
0,4810,0.2924,-15234.0,-4275.0
0,4820,0.2928,-12957.0,-4778.0
0,4830,0.2932,-16690.0,-3943.0
0,4840,0.29359999999999997,-16358.0,-7892.0
0,4850,0.29400000000000004,-12923.0,-7191.0
0,4860,0.2944,-12239.0,-2314.0
0,4870,0.2948,-11886.0,-2993.0
0,4880,0.2952,-15289.0,-4082.0
0,4890,0.2956,-13852.0,-5695.0
0,4900,0.29600000000000004,-10684.0,-4872.0
0,4910,0.2964,-15382.0,-3842.0
0,4920,0.2968,-14004.0,-6115.0
0,4930,0.2972,-14497.0,-3671.0
0,4940,0.2976,-17759.0,-3910.0
0,4950,0.29800000000000004,-17859.0,-4556.0
0,4960,0.2984,-14313.0,-4848.0
0,4970,0.2988,-13962.0,-4694.0
0,4980,0.2992,-14711.0,-5666.0
0,4990,0.2996,-12313.0,-3264.0
0,5000,0.30000000000000004,-11546.0,-6319.0
0,5010,0.3004,-14083.0,-5543.0
0,5020,0.3008,-14746.0,-3946.0
0,5030,0.3012,-14341.0,-2507.0
0,5040,0.3016,-14475.0,-4623.0
0,5050,0.30200000000000005,-9757.0,-5080.0
0,5060,0.3024,-10284.0,-4079.0
0,5070,0.3028,-13912.0,-4350.0
0,5080,0.3032,-11253.0,-5983.0
0,5090,0.3036,-9504.0,-4223.0
0,5100,0.30400000000000005,-7164.0,-3195.0
0,5110,0.3044,-9196.0,-3939.0
0,5120,0.3048,-13845.0,-4592.0
0,5130,0.3052,-14330.0,-6166.0
0,5140,0.3056,-14455.0,-2902.0
0,5150,0.30600000000000005,-10776.0,-4841.0
0,5160,0.3064,-11740.0,-3709.0
0,5170,0.3068,-13903.0,-5415.0
0,5180,0.30720000000000003,-11476.0,-4649.0
0,5190,0.3076,-14234.0,-4440.0
0,5200,0.30800000000000005,-15472.0,-3555.0
0,5210,0.3084,-14384.0,-5120.0
0,5220,0.3088,-13128.0,-6508.0
0,5230,0.30920000000000003,-16426.0,-3110.0
0,5240,0.3096,-12131.0,-3060.0
0,5250,0.31000000000000005,-15092.0,-3703.0
0,5260,0.3104,-14962.0,-4616.0
0,5270,0.3108,-12076.0,-4181.0
0,5280,0.31120000000000003,-12776.0,-3101.0
0,5290,0.3116,-15955.0,121.0
0,5300,0.31200000000000006,-16514.0,-5040.0
0,5310,0.3124,-17596.0,-3358.0
0,5320,0.3128,-14396.0,-4510.0
0,5330,0.31320000000000003,-17845.0,-4896.0
0,5340,0.3136,-15639.0,-6249.0
0,5350,0.31400000000000006,-14464.0,-5234.0
0,5360,0.3144,-17771.0,-6784.0
0,5370,0.3148,-16220.0,-4005.0
0,5380,0.31520000000000004,-15191.0,-4659.0
0,5390,0.3156,-13850.0,-5157.0
0,5400,0.31600000000000006,-15067.0,-6255.0
0,5410,0.3164,-12076.0,-4279.0
0,5420,0.3168,-12960.0,-4654.0
0,5430,0.31720000000000004,-12838.0,-4649.0
0,5440,0.3176,-15988.0,-5234.0
0,5450,0.31800000000000006,-14687.0,-5042.0
0,5460,0.3184,-13959.0,-3894.0
0,5470,0.31880000000000003,-10735.0,-4171.0
0,5480,0.31920000000000004,-11784.0,-3987.0
0,5490,0.3196,-15394.0,-3142.0
0,5500,0.32000000000000006,-17820.0,-7596.0
0,5510,0.3204,-13605.0,-3175.0
0,5520,0.32080000000000003,-16655.0,-5905.0
0,5530,0.32120000000000004,-16714.0,-5273.0
0,5540,0.3216,-12617.0,-6099.0
0,5550,0.32200000000000006,-8266.0,-4235.0
0,5560,0.3224,-16862.0,-3855.0
0,5570,0.32280000000000003,-14990.0,-4510.0
0,5580,0.32320000000000004,-14021.0,-4133.0
0,5590,0.3236,-12139.0,-5201.0
0,5600,0.32400000000000007,-16546.0,-3029.0
0,5610,0.3244,-15058.0,-5028.0
0,5620,0.32480000000000003,-14053.0,-4968.0
0,5630,0.3252,-17581.0,-4282.0
0,5640,0.3256,-13105.0,-4447.0
0,5650,0.32599999999999996,-16164.0,-3009.0
0,5660,0.3264,-12261.0,-6080.0
0,5670,0.3268,-14205.0,-4157.0
0,5680,0.3272,-14570.0,-4102.0
0,5690,0.3276,-16705.0,-5032.0
0,5700,0.32799999999999996,-15813.0,-7210.0
0,5710,0.3284,-16715.0,-4942.0
0,5720,0.3288,-14771.0,-916.0
0,5730,0.3292,-13818.0,-5726.0
0,5740,0.3296,-13955.0,-3346.0
0,5750,0.32999999999999996,-14162.0,-3505.0
0,5760,0.3304,-15472.0,-4784.0
0,5770,0.3308,-11468.0,-5983.0
0,5780,0.3312,-14392.0,-4789.0
0,5790,0.3316,-15355.0,-5083.0
0,5800,0.33199999999999996,-17579.0,-3587.0
0,5810,0.33240000000000003,-12987.0,-2783.0
0,5820,0.3328,-14909.0,-5579.0
0,5830,0.3332,-10448.0,-4053.0
0,5840,0.3336,-11962.0,-4221.0
0,5850,0.33399999999999996,-11653.0,-4632.0
0,5860,0.33440000000000003,-14622.0,-3464.0
0,5870,0.3348,-12541.0,-4537.0
0,5880,0.3352,-15381.0,-6035.0
0,5890,0.3356,-14111.0,-3526.0
0,5900,0.33599999999999997,-13655.0,-4908.0
0,5910,0.33640000000000003,-14317.0,-1640.0
0,5920,0.3368,-11292.0,-4920.0
0,5930,0.3372,-11532.0,-3540.0
0,5940,0.3376,-13350.0,-5348.0
0,5950,0.33799999999999997,-7345.0,-5823.0
0,5960,0.33840000000000003,-7394.0,-5662.0
0,5970,0.3388,-11218.0,-4924.0
0,5980,0.3392,-16413.0,-3766.0
0,5990,0.3396,-16189.0,-4627.0
0,6000,0.33999999999999997,-16575.0,-3252.0
