chain,draw,score_cpxR,score_soxR
0,22390,-503.0,-491.0
0,22400,-503.0,-491.0
0,22410,-503.0,-491.0
0,22420,-503.0,-491.0
0,22430,-503.0,-491.0
0,22440,-503.0,-491.0
0,22450,-503.0,-491.0
0,22460,-503.0,-491.0
0,22470,-503.0,-491.0
0,22480,-503.0,-491.0
0,22490,-503.0,-491.0
0,22500,-503.0,-491.0
0,22510,-503.0,-491.0
0,22520,-503.0,-491.0
0,22530,-503.0,-491.0
0,22540,-503.0,-491.0
0,22550,-503.0,-491.0
0,22560,-503.0,-491.0
0,22570,-503.0,-491.0
0,22580,-503.0,-491.0
0,22590,-503.0,-491.0
0,22600,-503.0,-491.0
0,22610,-503.0,-491.0
0,22620,-503.0,-491.0
0,22630,-503.0,-491.0
0,22640,-503.0,-491.0
0,22650,-503.0,-491.0
0,22660,-503.0,-491.0
0,22670,-503.0,-491.0
0,22680,-503.0,-491.0
0,22690,-503.0,-491.0
0,22700,-503.0,-491.0
0,22710,-503.0,-491.0
0,22720,-503.0,-491.0
0,22730,-503.0,-491.0
0,22740,-503.0,-491.0
0,22750,-503.0,-491.0
0,22760,-503.0,-491.0
0,22770,-503.0,-491.0
0,22780,-503.0,-491.0
0,22790,-503.0,-491.0
0,22800,-503.0,-491.0
0,22810,-503.0,-491.0
0,22820,-503.0,-491.0
0,22830,-503.0,-491.0
0,22840,-503.0,-491.0
0,22850,-503.0,-491.0
0,22860,-503.0,-491.0
0,22870,-503.0,-491.0
0,22880,-503.0,-491.0
0,22890,-503.0,-491.0
0,22900,-503.0,-491.0
0,22910,-503.0,-491.0
0,22920,-503.0,-491.0
0,22930,-503.0,-491.0
0,22940,-503.0,-491.0
0,22950,-503.0,-491.0
0,22960,-503.0,-491.0
0,22970,-503.0,-491.0
0,22980,-503.0,-491.0
0,22990,-503.0,-491.0
0,23000,-503.0,-491.0
0,23010,-503.0,-491.0
0,23020,-503.0,-491.0
0,23030,-503.0,-491.0
0,23040,-503.0,-491.0
0,23050,-503.0,-491.0
0,23060,-503.0,-491.0
0,23070,-503.0,-491.0
0,23080,-503.0,-491.0
0,23090,-503.0,-491.0
0,23100,-503.0,-491.0
0,23110,-503.0,-491.0
0,23120,-503.0,-491.0
0,23130,-503.0,-491.0
0,23140,-503.0,-491.0
0,23150,-503.0,-491.0
0,23160,-503.0,-491.0
0,23170,-503.0,-491.0
0,23180,-503.0,-491.0
0,23190,-503.0,-491.0
0,23200,-503.0,-491.0
0,23210,-503.0,-491.0
0,23220,-503.0,-491.0
0,23230,-503.0,-491.0
0,23240,-503.0,-491.0
0,23250,-503.0,-491.0
0,23260,-503.0,-491.0
0,23270,-503.0,-491.0
0,23280,-503.0,-491.0
0,23290,-503.0,-491.0
0,23300,-503.0,-491.0
0,23310,-503.0,-491.0
0,23320,-503.0,-491.0
0,23330,-503.0,-491.0
0,23340,-503.0,-491.0
0,23350,-503.0,-491.0
0,23360,-503.0,-491.0
0,23370,-503.0,-491.0
0,23380,-503.0,-491.0
0,23390,-503.0,-491.0
0,23400,-503.0,-491.0
0,23410,-503.0,-491.0
0,23420,-503.0,-491.0
0,23430,-503.0,-491.0
0,23440,-503.0,-491.0
0,23450,-503.0,-491.0
0,23460,-503.0,-491.0
0,23470,-503.0,-491.0
0,23480,-503.0,-491.0
0,23490,-503.0,-491.0
0,23500,-503.0,-491.0
0,23510,-503.0,-491.0
0,23520,-503.0,-491.0
0,23530,-503.0,-491.0
0,23540,-503.0,-491.0
0,23550,-503.0,-491.0
0,23560,-503.0,-491.0
0,23570,-503.0,-491.0
0,23580,-503.0,-491.0
0,23590,-503.0,-491.0
0,23600,-503.0,-491.0
0,23610,-503.0,-491.0
0,23620,-503.0,-491.0
0,23630,-503.0,-491.0
0,23640,-503.0,-491.0
0,23650,-503.0,-491.0
0,23660,-503.0,-491.0
0,23670,-503.0,-491.0
0,23680,-503.0,-491.0
0,23690,-503.0,-491.0
0,23700,-503.0,-491.0
0,23710,-503.0,-491.0
0,23720,-503.0,-491.0
0,23730,-503.0,-491.0
0,23740,-503.0,-491.0
0,23750,-503.0,-491.0
0,23760,-503.0,-491.0
0,23770,-503.0,-491.0
0,23780,-503.0,-491.0
0,23790,-503.0,-491.0
0,23800,-503.0,-491.0
0,23810,-503.0,-491.0
0,23820,-503.0,-491.0
0,23830,-503.0,-491.0
0,23840,-503.0,-491.0
0,23850,-503.0,-491.0
0,23860,-503.0,-491.0
0,23870,-503.0,-491.0
0,23880,-503.0,-491.0
0,23890,-503.0,-491.0
0,23900,-503.0,-491.0
0,23910,-503.0,-491.0
0,23920,-503.0,-491.0
0,23930,-503.0,-491.0
0,23940,-503.0,-491.0
0,23950,-503.0,-491.0
0,23960,-503.0,-491.0
0,23970,-503.0,-491.0
0,23980,-503.0,-491.0
0,23990,-503.0,-491.0
0,24000,-503.0,-491.0
0,24010,-503.0,-491.0
0,24020,-503.0,-491.0
0,24030,-503.0,-491.0
0,24040,-503.0,-491.0
0,24050,-503.0,-491.0
0,24060,-503.0,-491.0
0,24070,-503.0,-491.0
0,24080,-503.0,-491.0
0,24090,-503.0,-491.0
0,24100,-503.0,-491.0
0,24110,-503.0,-491.0
0,24120,-503.0,-491.0
0,24130,-503.0,-491.0
0,24140,-503.0,-491.0
0,24150,-503.0,-491.0
0,24160,-503.0,-491.0
0,24170,-503.0,-491.0
0,24180,-503.0,-491.0
0,24190,-503.0,-491.0
0,24200,-503.0,-491.0
0,24210,-503.0,-491.0
0,24220,-503.0,-491.0
0,24230,-503.0,-491.0
0,24240,-503.0,-491.0
0,24250,-503.0,-491.0
0,24260,-503.0,-491.0
0,24270,-503.0,-491.0
0,24280,-503.0,-491.0
0,24290,-503.0,-491.0
0,24300,-503.0,-491.0
0,24310,-503.0,-491.0
0,24320,-503.0,-491.0
0,24330,-503.0,-491.0
0,24340,-503.0,-491.0
0,24350,-503.0,-491.0
0,24360,-503.0,-491.0
0,24370,-503.0,-491.0
0,24380,-503.0,-491.0
0,24390,-503.0,-491.0
0,24400,-503.0,-491.0
0,24410,-503.0,-491.0
0,24420,-503.0,-491.0
0,24430,-503.0,-491.0
0,24440,-503.0,-491.0
0,24450,-503.0,-491.0
0,24460,-503.0,-491.0
0,24470,-503.0,-491.0
0,24480,-503.0,-491.0
0,24490,-503.0,-491.0
0,24500,-503.0,-491.0
0,24510,-503.0,-491.0
0,24520,-503.0,-491.0
0,24530,-503.0,-491.0
0,24540,-503.0,-491.0
0,24550,-503.0,-491.0
0,24560,-503.0,-491.0
0,24570,-503.0,-491.0
0,24580,-503.0,-491.0
0,24590,-503.0,-491.0
0,24600,-503.0,-491.0
0,24610,-503.0,-491.0
0,24620,-503.0,-491.0
0,24630,-503.0,-491.0
0,24640,-503.0,-491.0
0,24650,-503.0,-491.0
0,24660,-503.0,-491.0
0,24670,-503.0,-491.0
0,24680,-503.0,-491.0
0,24690,-503.0,-491.0
0,24700,-503.0,-491.0
0,24710,-503.0,-491.0
0,24720,-503.0,-491.0
0,24730,-503.0,-491.0
0,24740,-503.0,-491.0
0,24750,-503.0,-491.0
0,24760,-503.0,-491.0
0,24770,-503.0,-491.0
0,24780,-503.0,-491.0
0,24790,-503.0,-491.0
0,24800,-503.0,-491.0
0,24810,-503.0,-491.0
0,24820,-503.0,-491.0
0,24830,-503.0,-491.0
0,24840,-503.0,-491.0
0,24850,-503.0,-491.0
0,24860,-503.0,-491.0
0,24870,-503.0,-491.0
0,24880,-503.0,-491.0
0,24890,-503.0,-491.0
0,24900,-503.0,-491.0
0,24910,-503.0,-491.0
0,24920,-503.0,-491.0
0,24930,-503.0,-491.0
0,24940,-503.0,-491.0
0,24950,-503.0,-491.0
0,24960,-503.0,-491.0
0,24970,-503.0,-491.0
0,24980,-503.0,-491.0
0,24990,-503.0,-491.0
0,25000,-503.0,-491.0
0,25010,-503.0,-491.0
0,25020,-503.0,-491.0
0,25030,-503.0,-491.0
0,25040,-503.0,-491.0
0,25050,-503.0,-491.0
0,25060,-503.0,-491.0
0,25070,-503.0,-491.0
0,25080,-503.0,-491.0
0,25090,-503.0,-491.0
0,25100,-503.0,-491.0
0,25110,-503.0,-491.0
0,25120,-503.0,-491.0
0,25130,-503.0,-491.0
0,25140,-503.0,-491.0
0,25150,-503.0,-491.0
0,25160,-503.0,-491.0
0,25170,-503.0,-491.0
0,25180,-503.0,-491.0
0,25190,-503.0,-491.0
0,25200,-503.0,-491.0
0,25210,-503.0,-491.0
0,25220,-503.0,-491.0
0,25230,-503.0,-491.0
0,25240,-503.0,-491.0
0,25250,-503.0,-491.0
0,25260,-503.0,-491.0
0,25270,-503.0,-491.0
0,25280,-503.0,-491.0
0,25290,-503.0,-491.0
0,25300,-503.0,-491.0
0,25310,-503.0,-491.0
0,25320,-503.0,-491.0
0,25330,-503.0,-491.0
0,25340,-503.0,-491.0
0,25350,-503.0,-491.0
0,25360,-503.0,-491.0
0,25370,-503.0,-491.0
0,25380,-503.0,-491.0
0,25390,-503.0,-491.0
0,25400,-503.0,-491.0
0,25410,-503.0,-491.0
0,25420,-503.0,-491.0
0,25430,-503.0,-491.0
0,25440,-503.0,-491.0
0,25450,-503.0,-491.0
0,25460,-503.0,-491.0
0,25470,-503.0,-491.0
0,25480,-503.0,-491.0
0,25490,-503.0,-491.0
0,25500,-503.0,-491.0
0,25510,-503.0,-491.0
0,25520,-503.0,-491.0
0,25530,-503.0,-491.0
0,25540,-503.0,-491.0
0,25550,-503.0,-491.0
0,25560,-503.0,-491.0
0,25570,-503.0,-491.0
0,25580,-503.0,-491.0
0,25590,-503.0,-491.0
0,25600,-503.0,-491.0
0,25610,-503.0,-491.0
0,25620,-503.0,-491.0
0,25630,-503.0,-491.0
0,25640,-503.0,-491.0
0,25650,-503.0,-491.0
0,25660,-503.0,-491.0
0,25670,-503.0,-491.0
0,25680,-503.0,-491.0
0,25690,-503.0,-491.0
0,25700,-503.0,-491.0
0,25710,-503.0,-491.0
0,25720,-503.0,-491.0
0,25730,-503.0,-491.0
0,25740,-503.0,-491.0
0,25750,-503.0,-491.0
0,25760,-503.0,-491.0
0,25770,-503.0,-491.0
0,25780,-503.0,-491.0
0,25790,-503.0,-491.0
0,25800,-503.0,-491.0
0,25810,-503.0,-491.0
0,25820,-503.0,-491.0
0,25830,-503.0,-491.0
0,25840,-503.0,-491.0
0,25850,-503.0,-491.0
0,25860,-503.0,-491.0
0,25870,-503.0,-491.0
0,25880,-503.0,-491.0
0,25890,-503.0,-491.0
0,25900,-503.0,-491.0
0,25910,-503.0,-491.0
0,25920,-503.0,-491.0
0,25930,-503.0,-491.0
0,25940,-503.0,-491.0
0,25950,-503.0,-491.0
0,25960,-503.0,-491.0
0,25970,-503.0,-491.0
0,25980,-503.0,-491.0
0,25990,-503.0,-491.0
0,26000,-503.0,-491.0
0,26010,-503.0,-491.0
0,26020,-503.0,-491.0
0,26030,-503.0,-491.0
0,26040,-503.0,-491.0
0,26050,-503.0,-491.0
0,26060,-503.0,-491.0
0,26070,-503.0,-491.0
0,26080,-503.0,-491.0
0,26090,-503.0,-491.0
0,26100,-503.0,-491.0
0,26110,-503.0,-491.0
0,26120,-503.0,-491.0
0,26130,-503.0,-491.0
0,26140,-503.0,-491.0
0,26150,-503.0,-491.0
0,26160,-503.0,-491.0
0,26170,-503.0,-491.0
0,26180,-503.0,-491.0
0,26190,-503.0,-491.0
0,26200,-503.0,-491.0
0,26210,-503.0,-491.0
0,26220,-503.0,-491.0
0,26230,-503.0,-491.0
0,26240,-503.0,-491.0
0,26250,-503.0,-491.0
0,26260,-503.0,-491.0
0,26270,-503.0,-491.0
0,26280,-503.0,-491.0
0,26290,-503.0,-491.0
0,26300,-503.0,-491.0
0,26310,-503.0,-491.0
0,26320,-503.0,-491.0
0,26330,-503.0,-491.0
0,26340,-503.0,-491.0
0,26350,-503.0,-491.0
0,26360,-503.0,-491.0
0,26370,-503.0,-491.0
0,26380,-503.0,-491.0
0,26390,-503.0,-491.0
0,26400,-503.0,-491.0
0,26410,-503.0,-491.0
0,26420,-503.0,-491.0
0,26430,-503.0,-491.0
0,26440,-503.0,-491.0
0,26450,-503.0,-491.0
0,26460,-503.0,-491.0
0,26470,-503.0,-491.0
0,26480,-503.0,-491.0
0,26490,-503.0,-491.0
0,26500,-503.0,-491.0
0,26510,-503.0,-491.0
0,26520,-503.0,-491.0
0,26530,-503.0,-491.0
0,26540,-503.0,-491.0
0,26550,-503.0,-491.0
0,26560,-503.0,-491.0
0,26570,-503.0,-491.0
0,26580,-503.0,-491.0
0,26590,-503.0,-491.0
0,26600,-503.0,-491.0
0,26610,-503.0,-491.0
0,26620,-503.0,-491.0
0,26630,-503.0,-491.0
0,26640,-503.0,-491.0
0,26650,-503.0,-491.0
0,26660,-503.0,-491.0
0,26670,-503.0,-491.0
0,26680,-503.0,-491.0
0,26690,-503.0,-491.0
0,26700,-503.0,-491.0
0,26710,-503.0,-491.0
0,26720,-503.0,-491.0
0,26730,-503.0,-491.0
0,26740,-503.0,-491.0
0,26750,-503.0,-491.0
0,26760,-503.0,-491.0
0,26770,-503.0,-491.0
0,26780,-503.0,-491.0
0,26790,-503.0,-491.0
0,26800,-503.0,-491.0
0,26810,-503.0,-491.0
0,26820,-503.0,-491.0
0,26830,-503.0,-491.0
0,26840,-503.0,-491.0
0,26850,-503.0,-491.0
0,26860,-503.0,-491.0
0,26870,-503.0,-491.0
0,26880,-503.0,-491.0
0,26890,-503.0,-491.0
0,26900,-503.0,-491.0
0,26910,-503.0,-491.0
0,26920,-503.0,-491.0
0,26930,-503.0,-491.0
0,26940,-503.0,-491.0
0,26950,-503.0,-491.0
0,26960,-503.0,-491.0
0,26970,-503.0,-491.0
0,26980,-503.0,-491.0
0,26990,-503.0,-491.0
0,27000,-503.0,-491.0
0,27010,-503.0,-491.0
0,27020,-503.0,-491.0
0,27030,-503.0,-491.0
0,27040,-503.0,-491.0
0,27050,-503.0,-491.0
0,27060,-503.0,-491.0
0,27070,-503.0,-491.0
0,27080,-503.0,-491.0
0,27090,-503.0,-491.0
0,27100,-503.0,-491.0
0,27110,-503.0,-491.0
0,27120,-503.0,-491.0
0,27130,-503.0,-491.0
0,27140,-503.0,-491.0
0,27150,-503.0,-491.0
0,27160,-503.0,-491.0
0,27170,-503.0,-491.0
0,27180,-503.0,-491.0
0,27190,-503.0,-491.0
0,27200,-503.0,-491.0
0,27210,-503.0,-491.0
0,27220,-503.0,-491.0
0,27230,-503.0,-491.0
0,27240,-503.0,-491.0
0,27250,-503.0,-491.0
0,27260,-503.0,-491.0
0,27270,-503.0,-491.0
0,27280,-503.0,-491.0
0,27290,-503.0,-491.0
0,27300,-503.0,-491.0
0,27310,-503.0,-491.0
0,27320,-503.0,-491.0
0,27330,-503.0,-491.0
0,27340,-503.0,-491.0
0,27350,-503.0,-491.0
0,27360,-503.0,-491.0
0,27370,-503.0,-491.0
0,27380,-503.0,-491.0
0,27390,-503.0,-491.0
0,27400,-503.0,-491.0
0,27410,-503.0,-491.0
0,27420,-503.0,-491.0
0,27430,-503.0,-491.0
0,27440,-503.0,-491.0
0,27450,-503.0,-491.0
0,27460,-503.0,-491.0
0,27470,-503.0,-491.0
0,27480,-503.0,-491.0
0,27490,-503.0,-491.0
0,27500,-503.0,-491.0
0,27510,-503.0,-491.0
0,27520,-503.0,-491.0
0,27530,-503.0,-491.0
0,27540,-503.0,-491.0
0,27550,-503.0,-491.0
0,27560,-503.0,-491.0
0,27570,-503.0,-491.0
0,27580,-503.0,-491.0
0,27590,-503.0,-491.0
0,27600,-503.0,-491.0
0,27610,-503.0,-491.0
0,27620,-503.0,-491.0
0,27630,-503.0,-491.0
0,27640,-503.0,-491.0
0,27650,-503.0,-491.0
0,27660,-503.0,-491.0
0,27670,-503.0,-491.0
0,27680,-503.0,-491.0
0,27690,-503.0,-491.0
0,27700,-503.0,-491.0
0,27710,-503.0,-491.0
0,27720,-503.0,-491.0
0,27730,-503.0,-491.0
0,27740,-503.0,-491.0
0,27750,-503.0,-491.0
0,27760,-503.0,-491.0
0,27770,-503.0,-491.0
0,27780,-503.0,-491.0
0,27790,-503.0,-491.0
0,27800,-503.0,-491.0
0,27810,-503.0,-491.0
0,27820,-503.0,-491.0
0,27830,-503.0,-491.0
0,27840,-503.0,-491.0
0,27850,-503.0,-491.0
0,27860,-503.0,-491.0
0,27870,-503.0,-491.0
0,27880,-503.0,-491.0
0,27890,-503.0,-491.0
0,27900,-503.0,-491.0
0,27910,-503.0,-491.0
0,27920,-503.0,-491.0
0,27930,-503.0,-491.0
0,27940,-503.0,-491.0
0,27950,-503.0,-491.0
0,27960,-503.0,-491.0
0,27970,-503.0,-491.0
0,27980,-503.0,-491.0
0,27990,-503.0,-491.0
0,28000,-503.0,-491.0
0,28010,-503.0,-491.0
0,28020,-503.0,-491.0
0,28030,-503.0,-491.0
0,28040,-503.0,-491.0
0,28050,-503.0,-491.0
0,28060,-503.0,-491.0
0,28070,-503.0,-491.0
0,28080,-503.0,-491.0
0,28090,-503.0,-491.0
0,28100,-503.0,-491.0
0,28110,-503.0,-491.0
0,28120,-503.0,-491.0
0,28130,-503.0,-491.0
0,28140,-503.0,-491.0
0,28150,-503.0,-491.0
0,28160,-503.0,-491.0
0,28170,-503.0,-491.0
0,28180,-503.0,-491.0
0,28190,-503.0,-491.0
0,28200,-503.0,-491.0
0,28210,-503.0,-491.0
0,28220,-503.0,-491.0
0,28230,-503.0,-491.0
0,28240,-503.0,-491.0
0,28250,-503.0,-491.0
0,28260,-503.0,-491.0
0,28270,-503.0,-491.0
0,28280,-503.0,-491.0
0,28290,-503.0,-491.0
0,28300,-503.0,-491.0
0,28310,-503.0,-491.0
0,28320,-503.0,-491.0
0,28330,-503.0,-491.0
0,28340,-503.0,-491.0
0,28350,-503.0,-491.0
0,28360,-503.0,-491.0
0,28370,-503.0,-491.0
0,28380,-503.0,-491.0
0,28390,-503.0,-491.0
0,28400,-503.0,-491.0
0,28410,-503.0,-491.0
0,28420,-503.0,-491.0
0,28430,-503.0,-491.0
0,28440,-503.0,-491.0
0,28450,-503.0,-491.0
0,28460,-503.0,-491.0
0,28470,-503.0,-491.0
0,28480,-503.0,-491.0
0,28490,-503.0,-491.0
0,28500,-503.0,-491.0
0,28510,-503.0,-491.0
0,28520,-503.0,-491.0
0,28530,-503.0,-491.0
0,28540,-503.0,-491.0
0,28550,-503.0,-491.0
0,28560,-503.0,-491.0
0,28570,-503.0,-491.0
0,28580,-503.0,-491.0
0,28590,-503.0,-491.0
0,28600,-503.0,-491.0
0,28610,-503.0,-491.0
0,28620,-503.0,-491.0
0,28630,-503.0,-491.0
0,28640,-503.0,-491.0
0,28650,-503.0,-491.0
0,28660,-503.0,-491.0
0,28670,-503.0,-491.0
0,28680,-503.0,-491.0
0,28690,-503.0,-491.0
0,28700,-503.0,-491.0
0,28710,-503.0,-491.0
0,28720,-503.0,-491.0
0,28730,-503.0,-491.0
0,28740,-503.0,-491.0
0,28750,-503.0,-491.0
0,28760,-503.0,-491.0
0,28770,-503.0,-491.0
0,28780,-503.0,-491.0
0,28790,-503.0,-491.0
0,28800,-503.0,-491.0
0,28810,-503.0,-491.0
0,28820,-503.0,-491.0
0,28830,-503.0,-491.0
0,28840,-503.0,-491.0
0,28850,-503.0,-491.0
0,28860,-503.0,-491.0
0,28870,-503.0,-491.0
0,28880,-503.0,-491.0
0,28890,-503.0,-491.0
0,28900,-503.0,-491.0
0,28910,-503.0,-491.0
0,28920,-503.0,-491.0
0,28930,-503.0,-491.0
0,28940,-503.0,-491.0
0,28950,-503.0,-491.0
0,28960,-503.0,-491.0
0,28970,-503.0,-491.0
0,28980,-503.0,-491.0
0,28990,-503.0,-491.0
0,29000,-503.0,-491.0
0,29010,-503.0,-491.0
0,29020,-503.0,-491.0
0,29030,-503.0,-491.0
0,29040,-503.0,-491.0
0,29050,-503.0,-491.0
0,29060,-503.0,-491.0
0,29070,-503.0,-491.0
0,29080,-503.0,-491.0
0,29090,-503.0,-491.0
0,29100,-503.0,-491.0
0,29110,-503.0,-491.0
0,29120,-503.0,-491.0
0,29130,-503.0,-491.0
0,29140,-503.0,-491.0
0,29150,-503.0,-491.0
0,29160,-503.0,-491.0
0,29170,-503.0,-491.0
0,29180,-503.0,-491.0
0,29190,-503.0,-491.0
0,29200,-503.0,-491.0
0,29210,-503.0,-491.0
0,29220,-503.0,-491.0
0,29230,-503.0,-491.0
0,29240,-503.0,-491.0
0,29250,-503.0,-491.0
0,29260,-503.0,-491.0
0,29270,-503.0,-491.0
0,29280,-503.0,-491.0
0,29290,-503.0,-491.0
0,29300,-503.0,-491.0
0,29310,-503.0,-491.0
0,29320,-503.0,-491.0
0,29330,-503.0,-491.0
0,29340,-503.0,-491.0
0,29350,-503.0,-491.0
0,29360,-503.0,-491.0
0,29370,-503.0,-491.0
0,29380,-503.0,-491.0
0,29390,-503.0,-491.0
0,29400,-503.0,-491.0
0,29410,-503.0,-491.0
0,29420,-503.0,-491.0
0,29430,-503.0,-491.0
0,29440,-503.0,-491.0
0,29450,-503.0,-491.0
0,29460,-503.0,-491.0
0,29470,-503.0,-491.0
0,29480,-503.0,-491.0
0,29490,-503.0,-491.0
0,29500,-503.0,-491.0
0,29510,-503.0,-491.0
0,29520,-503.0,-491.0
0,29530,-503.0,-491.0
0,29540,-503.0,-491.0
0,29550,-503.0,-491.0
0,29560,-503.0,-491.0
0,29570,-503.0,-491.0
0,29580,-503.0,-491.0
0,29590,-503.0,-491.0
0,29600,-503.0,-491.0
0,29610,-503.0,-491.0
0,29620,-503.0,-491.0
0,29630,-503.0,-491.0
0,29640,-503.0,-491.0
0,29650,-503.0,-491.0
0,29660,-503.0,-491.0
0,29670,-503.0,-491.0
0,29680,-503.0,-491.0
0,29690,-503.0,-491.0
0,29700,-503.0,-491.0
0,29710,-503.0,-491.0
0,29720,-503.0,-491.0
0,29730,-503.0,-491.0
0,29740,-503.0,-491.0
0,29750,-503.0,-491.0
0,29760,-503.0,-491.0
0,29770,-503.0,-491.0
0,29780,-503.0,-491.0
0,29790,-503.0,-491.0
0,29800,-503.0,-491.0
0,29810,-503.0,-491.0
0,29820,-503.0,-491.0
0,29830,-503.0,-491.0
0,29840,-503.0,-491.0
0,29850,-503.0,-491.0
0,29860,-503.0,-491.0
0,29870,-503.0,-491.0
0,29880,-503.0,-491.0
0,29890,-503.0,-491.0
0,29900,-503.0,-491.0
0,29910,-503.0,-491.0
0,29920,-503.0,-491.0
0,29930,-503.0,-491.0
0,29940,-503.0,-491.0
0,29950,-503.0,-491.0
0,29960,-503.0,-491.0
0,29970,-503.0,-491.0
0,29980,-503.0,-491.0
0,29990,-503.0,-491.0
1,10000,-6169.0,-15730.0
1,0,-6169.0,-15730.0
1,1,-6340.0,-14556.0
1,2,-6372.0,-14240.0
1,3,-6372.0,-14240.0
1,4,-4098.0,-12799.0
1,5,-4275.0,-11625.0
1,6,-3813.0,-10402.0
1,7,-3813.0,-10402.0
1,8,-3813.0,-10402.0
1,9,-3813.0,-10402.0
1,10,-3813.0,-10402.0
1,20,-4407.0,-5681.0
1,30,-3993.0,-3264.0
1,40,-2135.0,-1198.0
1,50,-2135.0,-1198.0
1,60,-2135.0,-1208.0
1,70,-2135.0,-1208.0
1,80,-2135.0,-1208.0
1,90,-2135.0,-1198.0
1,100,-2110.0,-1208.0
1,110,-2110.0,-1208.0
1,120,-2110.0,-1208.0
1,130,-2110.0,-1208.0
1,140,-2110.0,-1208.0
1,150,-2110.0,-1208.0
1,160,-2110.0,-1208.0
1,170,-2110.0,-1208.0
1,180,-2110.0,-1208.0
1,190,-2110.0,-1198.0
1,200,-2110.0,-1198.0
1,210,-2110.0,-1198.0
1,220,-2110.0,-1198.0
1,230,-2110.0,-1208.0
1,240,-2110.0,-24.0
1,250,-2096.0,-1198.0
1,260,-2096.0,-1198.0
1,270,-2096.0,-1198.0
1,280,-1463.0,-1398.0
1,290,-1463.0,-1398.0
1,300,-1463.0,-1398.0
1,310,-1463.0,-1457.0
1,320,-1463.0,-1457.0
1,330,-1273.0,-1457.0
1,340,-1173.0,-491.0
1,350,-1173.0,-550.0
1,360,-1173.0,-550.0
1,370,-1173.0,-283.0
1,380,-883.0,-283.0
1,390,-883.0,-283.0
1,400,-883.0,-342.0
1,410,-883.0,-342.0
1,420,-883.0,-342.0
1,430,-883.0,-342.0
1,440,-883.0,-283.0
1,450,-883.0,-283.0
1,460,-883.0,-550.0
1,470,-883.0,-550.0
1,480,-883.0,-283.0
1,490,-883.0,-283.0
1,500,-883.0,-283.0
1,510,-883.0,-283.0
1,520,369.0,-648.0
1,530,318.0,526.0
1,540,318.0,526.0
1,550,318.0,467.0
1,560,318.0,526.0
1,570,318.0,526.0
1,580,318.0,585.0
1,590,318.0,585.0
1,600,318.0,318.0
1,610,318.0,318.0
1,620,318.0,318.0
1,630,318.0,318.0
1,640,318.0,318.0
1,650,318.0,318.0
1,660,318.0,318.0
1,670,318.0,318.0
1,680,318.0,318.0
1,690,318.0,585.0
1,700,318.0,526.0
1,710,318.0,526.0
1,720,318.0,526.0
1,730,318.0,526.0
1,740,318.0,526.0
1,750,318.0,526.0
1,760,318.0,526.0
1,770,318.0,526.0
1,780,318.0,526.0
1,790,318.0,467.0
1,800,318.0,467.0
1,810,318.0,467.0
1,820,318.0,467.0
1,830,318.0,526.0
1,840,318.0,526.0
1,850,318.0,526.0
1,860,318.0,526.0
1,870,318.0,526.0
1,880,318.0,526.0
1,890,318.0,526.0
1,900,318.0,526.0
1,910,318.0,526.0
1,920,318.0,318.0
1,930,318.0,318.0
1,940,318.0,318.0
1,950,318.0,318.0
1,960,318.0,318.0
1,970,318.0,318.0
1,980,318.0,318.0
1,990,318.0,318.0
1,1000,318.0,318.0
1,1010,318.0,318.0
1,1020,318.0,526.0
1,1030,318.0,526.0
1,1040,318.0,526.0
1,1050,318.0,585.0
1,1060,318.0,585.0
1,1070,318.0,526.0
1,1080,318.0,526.0
1,1090,318.0,526.0
1,1100,318.0,526.0
1,1110,318.0,526.0
1,1120,318.0,526.0
1,1130,318.0,526.0
1,1140,318.0,526.0
1,1150,318.0,526.0
1,1160,318.0,526.0
1,1170,318.0,467.0
1,1180,318.0,467.0
1,1190,318.0,467.0
1,1200,318.0,526.0
1,1210,318.0,526.0
1,1220,318.0,526.0
1,1230,318.0,526.0
1,1240,318.0,585.0
1,1250,318.0,585.0
1,1260,318.0,585.0
1,1270,318.0,585.0
1,1280,318.0,585.0
1,1290,318.0,585.0
1,1300,318.0,585.0
1,1310,318.0,585.0
1,1320,318.0,318.0
1,1330,318.0,585.0
1,1340,318.0,585.0
1,1350,318.0,585.0
1,1360,318.0,526.0
1,1370,318.0,526.0
1,1380,318.0,526.0
1,1390,318.0,467.0
1,1400,318.0,467.0
1,1410,318.0,526.0
1,1420,318.0,526.0
1,1430,318.0,526.0
1,1440,318.0,467.0
1,1450,318.0,467.0
1,1460,318.0,526.0
1,1470,318.0,526.0
1,1480,318.0,526.0
1,1490,318.0,526.0
1,1500,318.0,526.0
1,1510,318.0,526.0
1,1520,318.0,526.0
1,1530,318.0,526.0
1,1540,318.0,467.0
1,1550,318.0,467.0
1,1560,318.0,526.0
1,1570,318.0,526.0
1,1580,318.0,585.0
1,1590,318.0,585.0
1,1600,318.0,585.0
1,1610,318.0,526.0
1,1620,318.0,526.0
1,1630,318.0,467.0
1,1640,318.0,467.0
1,1650,318.0,467.0
1,1660,318.0,467.0
1,1670,318.0,467.0
1,1680,318.0,467.0
1,1690,318.0,467.0
1,1700,318.0,467.0
1,1710,318.0,467.0
1,1720,318.0,585.0
1,1730,318.0,585.0
1,1740,318.0,585.0
1,1750,318.0,585.0
1,1760,318.0,585.0
1,1770,318.0,526.0
1,1780,318.0,585.0
